id,date,rawContent,replyCount,retweetCount,likeCount,quoteCount,lang,place,hashtags,mentionedUsers,user_id,user_name,user_renderedDescription,user_join_date,user_followers,user_location,user_verified,inReplyToTweetId,archivo,keyword
1257772482850959363,2020-05-05 20:41:42+00:00,"Roberto Izikson un camino de realismo político podría ser descartar el plebiscito de octubre y pasar directamente a la elección de asambleístas de la Convención Constituyente en abril de 2021.(…) Comenzo el miedo #Rechazo 
https://t.co/UwVF8qTAtB",7,35,18,3,es,,['Rechazo'],,962075297074982912,EduardoMadari13,"DEFENSORIA JUDICIAL. Tal como el nombre lo indica ""Defensa a Carabineros"", la cual se materializa cuando un integrante de las fuerzas y orden es querellado",2018-02-09 21:26:40+00:00,12677,"Lo Barnechea, Chile",False,None,Convencion_Constituyente_2020_Q2.csv,Convencion_Constituyente
1257748886833319936,2020-05-05 19:07:57+00:00,"Qué asco la columna de Roberto Izikson en La Tercera. El señor dice lo siguiente: ""Con todos los datos sobre la mesa, un camino de realismo político podría ser descartar el plebiscito de octubre y pasar directamente a la elección de asambleístas de la Convención Constituyente""",1,0,1,0,es,,,,47530035,jotapeprado,He pasado por las de Quico y Caco,2009-06-16 03:24:47+00:00,1141,"Santiago, Chile.",False,None,Convencion_Constituyente_2020_Q2.csv,Convencion_Constituyente
1257748065110417424,2020-05-05 19:04:41+00:00,"Plebiscito en clave Covid-1

Con todos los datos sobre la mesa, un camino de realismo político podría ser descartar el plebiscito de octubre y pasar directamente a la elección de asambleístas de la Convención Constituyente en abril de 2021.

Fuente,la Tercera https://t.co/B3FBir1CFU",0,0,0,0,es,,,,1253982099411001345,contodxsstgosur,«Todos los seres humanos nacen libres e iguales en dignidad y derechos»,2020-04-25 09:40:26+00:00,89,,False,None,Convencion_Constituyente_2020_Q2.csv,Convencion_Constituyente
1257746665315975173,2020-05-05 18:59:07+00:00,"@AtienzaCortes @Annikssa 👙PARAISO COMUNISTA
👙TODOS IGUALES
👙IGUALES DE POBRES
👙IGUALES SIN TRABAJO
👙QUIEBRAN LA PROPIEDAD PRIVADA
👙NADIE PUEDE TRABAJAR
👙LA CUPULA ARCHIMILLONARIA CON TODOS LOS NEGOCIADOS ECONOMICOS
👹RECHAZO CONVENCION CONSTITUYENTE",0,0,0,0,es,,,"[User(username='AtienzaCortes', id=731718493, displayname='monica atienza', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Annikssa', id=108405724, displayname='Annissa', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",700467268,lucia88947381,"Pastora Evangelista, Activista Social, PATRIOTA,
Servidora Pública, Profeta,VOCERA VANGUARDIA SOCIAL CRISTIANA Movimiento ciudadano,
Empresaria,Enfermera",2013-10-03 13:25:56+00:00,1204,"Metropolitana de Santiago, Chi",False,1257663295340847104,Convencion_Constituyente_2020_Q2.csv,Convencion_Constituyente
1257736317024124928,2020-05-05 18:18:00+00:00,"🔴#LaTerceraPM | Columna de @rizikson: Plebiscito en clave Covid-19. ""Un camino de realismo político podría ser descartar el plebiscito de octubre y pasar directamente a la elección de asambleístas de la Convención Constituyente en abril de 2021"". https://t.co/7oXtsmKy2J https://t.co/usS53zHMMc",167,17,25,54,es,,['LaTerceraPM'],"[User(username='rizikson', id=52565719, displayname='Roberto Izikson', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",3222731,latercera,Más que un diario 📲📰,2007-04-02 15:22:14+00:00,2129084,"Santiago, Chile",True,None,Convencion_Constituyente_2020_Q2.csv,Convencion_Constituyente
1257721363734937603,2020-05-05 17:18:35+00:00,@marithefm @HugoPortilloPY @chiqui_avalos @ANDEOficial A través de Convencion  Constituyente se reforma la CN y si la misma establece que sí no habría problema alguno,0,0,0,0,es,,,"[User(username='marithefm', id=901197503424598017, displayname='Kuki', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='HugoPortilloPY', id=4902959409, displayname='Hugo Portillo', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='chiqui_avalos', id=599355988, displayname='Chiqui Avalos 🇵🇾', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ANDEOficial', id=424301488, displayname='ANDE Página Oficial', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",878413373322428420,MiguelRojasBarr,"Doctor en Derecho, Catedrático, autor de libros Derecho Procesal Constitucional y otros.",2017-06-24 00:44:03+00:00,415,"Coronel Oviedo, Paraguay",False,1257489708864753666,Convencion_Constituyente_2020_Q2.csv,Convencion_Constituyente
1257720285832323073,2020-05-05 17:14:18+00:00,@Amricalatinali2 @CesarJaraVargas @T13 Una convención constituyente puede dejarlos fuera :),0,0,1,0,es,,,"[User(username='Amricalatinali2', id=1254174056179474442, displayname='Américalatinalibertaria', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='CesarJaraVargas', id=1506954192, displayname='El César.', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='T13', id=24952459, displayname='T13', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",451002610,Rulosmorados,"Profe, comida, perros, animal crossing",2011-12-30 22:47:27+00:00,52,"Santiago, Chile",False,1257716463022026753,Convencion_Constituyente_2020_Q2.csv,Convencion_Constituyente
1257472168251863049,2020-05-05 00:48:22+00:00,@maurompm @AlfonsoPLovera @adnradiochile Senadores y diputados no podrán participar en el caso de que el órgano elegido para la redacción de la nueva Carta Fundamental sea la Convención Constituyente.,1,0,0,0,es,,,"[User(username='maurompm', id=538745116, displayname='el Mauro', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='AlfonsoPLovera', id=912062438866132997, displayname='pelain', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='adnradiochile', id=201493641, displayname='Radio ADN', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",2581585766,Mgrdram,Amo la pedagogía 👩🏻‍🏫 ⁣ Adoro leer 📚 ⁣ Amo a los Beatles ❤️,2014-06-22 04:34:16+00:00,1042,"Santiago, Chile",False,1257467291878514695,Convencion_Constituyente_2020_Q2.csv,Convencion_Constituyente
1257445529782489089,2020-05-04 23:02:31+00:00,Y convención constituyente 💪,0,0,3,0,es,,,,3394704551,frmtbz,🏳️‍🌈Vengo a contarles que discrepo de esta vida. 1312,2015-07-29 23:27:10+00:00,2244,"Santiago, Chile",False,None,Convencion_Constituyente_2020_Q2.csv,Convencion_Constituyente
1257382727852179471,2020-05-04 18:52:58+00:00,"@JorgeSharp No te olvides que la crisis partió por la aberrante desigualdad, ahora la pandemia lo corroboró sin lugar a dudas, por eso ahora más que nunca Apruebo y convencion constituyente",0,0,0,0,es,,,"[User(username='JorgeSharp', id=68917670, displayname='Jorge Sharp', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",1256745608586690560,Cjacqueline7,,2020-05-03 00:41:31+00:00,66,,False,1256643252691914754,Convencion_Constituyente_2020_Q2.csv,Convencion_Constituyente
1257382108613541889,2020-05-04 18:50:30+00:00,"Falso, yo apruebo convención constituyente!!! (somos muchos)",0,0,0,0,es,,,,4175648056,josejeraldomusi,"Cantante, cantor, compositor, porteño, verde como los pinos, Martina y Neffer en mi ❤+56931726308",2015-11-13 02:03:20+00:00,1491,"Valparaíso, Chile",False,None,Convencion_Constituyente_2020_Q2.csv,Convencion_Constituyente
1257200766844100608,2020-05-04 06:49:55+00:00,"En 1957 se deroga la CN de 1949, por iniciativa de los militares y se produce una convención constituyente para modificarla. Las FFAA prohíben participar al PJ y los dos bloques mayoritarios fueron los de la UCRP y la UCRI. Entre las tensiones que se generaron al rededor",1,0,1,0,es,,,,355831307,luciovera_,"La batería me da felicidad. All in all is all we are.  🇦🇷🇵🇱 Radical hasta el cajón.
Estudio Historia en la UNLP 📚
📍Zarate for export.",2011-08-15 23:31:54+00:00,673,Barrio La Mondiola,False,1257192201551056896,Convencion_Constituyente_2020_Q2.csv,Convencion_Constituyente
1257137008197148673,2020-05-04 02:36:33+00:00,"@mtoirkens @CNNChile Por eso voto convención constituyente, no mixta, para que ningún zángano del congreso meta sus manos ahí. La escribirá gente de derecha e izquierda elegida por la gente.",1,0,1,0,es,,,"[User(username='mtoirkens', id=3198135503, displayname='Mauricio Toirkens', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='CNNChile', id=18248645, displayname='CNN Chile', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",445846039,KarstenHooch,"| 🧪 Soy Química, trabajo en una fábrica de tintas |
🎮 🥁 Hincha de Ovalle, los videojuegos y la música son mis hobbies 😊",2011-12-24 23:49:50+00:00,2496,"Santiago, Chile",False,1257102668503416833,Convencion_Constituyente_2020_Q2.csv,Convencion_Constituyente
1257111355372568576,2020-05-04 00:54:37+00:00,Control judicial vs Convención Constituyente. Vayan a darle amor al video 👇🏽👇🏽,0,0,4,0,es,"Place(id='0a738ff13a08a7dd', fullName='Santa Fe, Argentina', name='Santa Fe', type='admin', country='Argentina', countryCode='AR')",,,139887356,FrancoCanoOK,muy de vez en cuando no me quejo,2010-05-03 23:51:53+00:00,1811,"Santa Fe, Argentina",False,None,Convencion_Constituyente_2020_Q2.csv,Convencion_Constituyente
1257095937203359745,2020-05-03 23:53:21+00:00,"@carloslorcaUC @bandbronch_ @PatoBanda2 @nano1_cl @sebastianpinera Entonces, participa, motiva a tu familia y amigos a participar, y abre la cancha para que otros jugadores puedan entrar votando Apruebo y Convención Constituyente, y asi le damos la oportunidad a otros 😉",1,0,0,0,es,,,"[User(username='carloslorcaUC', id=706605471516459009, displayname='Carlos', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='bandbronch_', id=822970286366670848, displayname='JuanLuis S.V.', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='PatoBanda2', id=1040268758483443712, displayname='Patricio Banda', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='nano1_cl', id=113132702, displayname='Nano', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='sebastianpinera', id=13623532, displayname='Sebastian Piñera', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",141083225,rriverosbrondi,"Humano ante todo. Abogado || Máster por la @upvehu || Amante del Constitucionalismo. Asociado en mcb.legal
El pensamiento libre es la madre de toda libertad",2010-05-07 04:19:45+00:00,504,"Santiago, Chile",False,1257095116604481541,Convencion_Constituyente_2020_Q2.csv,Convencion_Constituyente
